Code,Name,PSABDescription
44300,Restricted Grants – Federal Direct,"Revenues direct from the federal government as grants to the school district or charter school that must be used for a categorical or specific purpose. If such money is not completely used by the school district or charter school, it usually is returned to the governmental unit. Separate accounts have been established within the 44300 series to identify the specific nature of the revenue item. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
44301,Other Restricted Grants – Federal Direct,Federal grants directly to school districts or charter schools.
44306,Special Capital Outlay - Federal,"Federal grants for specific capital outlay purposes such as energy conservation, construction of recreational facilities, and paving."
44500,Restricted Grants – Federal Flow-through,Revenues from the federal government through the state as grants to the school district or charter school that must be used for a categorical or specific purpose.
44504,Federal Flow-Through Prior Year,Only for funds 24nnn series. Federal revenue for funding awarded in prior year(s).
44700,Federal Grants – Intermediate Sources,"Revenues from the federal government through an intermediate agency. Separate accounts have been established within the 44700 series to identify the specific nature of the revenue item. This is a “roll-up account” for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
44709,Department of Interior,Revenue received through the county treasurer from the Fish and Wildlife Service under the Refuge Revenue Sharing Act of 1978 (PL 95-469).
45000,OTHER FINANCING SOURCES,"This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
45100,Issuance of Bonds,"Used to record the face amount of the bonds that are issued. Short-term debt proceeds should not be classified as revenue. When a school district issues short-term debt (debt with duration of less than 12 months) that is to be repaid from governmental funds, a liability (notes payable) should be recorded in the balance sheet of the fund responsible for repayment of the debt. Separate accounts have been established for the 45100 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
45110,Sale of Bonds,Used to record the face amount of bonds sold. Exclude premiums or accrued interest from the sale of such bonds.
45114,Special Revenue Bonds Proceeds,"EXPENDITURE OBJECTS OVERVIEW The primary objective of expenditure objects is to maintain information on the article purchased or the service obtained. The first digit defines the general object category. The last three digits define the major object more specifically. On the modified accrual basis of accounting, expenditures are generally recognized when an event or transaction is expected to draw on current, spendable resources within the reporting fiscal period. For purposes of preparing the year-end financial statements and inclusion in the annual audit, accounts payable are to be recognized. Exchanges of cash for other current assets such as the investment of cash in United States bonds and the repayment of inter-fund loans shall not be considered expenditures. Governmental Funds - Expenditures: Expenditure classification is based primarily on the period the expenditures are expected to benefit. There are four major character classifications: current, capital outlay, debt service, and inter-governmental. The current classification represents benefits for the current period; capital outlays represent benefits for the current and future periods; and debt service is presumably for prior, current and future benefits. Inter-Governmental expenditures represent transfers of resources to another governmental unit outside the reporting entity. Proprietary Funds - Expenses: Expenses of proprietary funds also should be classified in a logical manner consistent with industry practices and standards. Emphasis should be placed on displaying a cost of sales/services amount and the appropriate display of operating and non-operating expenses. For Expenditure accounts the first character is always 5. The second digit refers to the ""Expenditure type"". The major expenditure types are as follows:"
45120,Premium or Discount on the Issuance of Bonds,Proceeds from that portion of the sale price of bonds in excess of or below their par value. The premium or discount represents an adjustment of the interest rate and will be amortized using account 58340 (Amortization of Premium and Discount on Issuance of Bonds). Also includes any accrued interest received at the time of sale of the bonds.
45300,Proceeds from the Disposal of Real or Personal Property,"Proceeds from the disposal of school property or compensation for the loss of real or personal property. Any gain or loss on the disposal of property for Proprietary or Fiduciary funds is recorded in account 41930 (Gains or Losses on the Sale of Capital Assets). Account 45300 should be used only for proceeds from the disposal of assets that do not have significant value. The reporting of major asset sales should be recorded using account 46300 (Special Items). Separate accounts have been established for the 45300 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
45303,"Sale of Real Property (≥$25,000) or Equipment (≥$5,000)","Proceeds from the sale of real property of $25,000 or more or property/equipment of $5,000 or more. Approval by the PED is required prior to the sale."
45304,"Sale of Personal Property (u003c$25,000) or Equipment (u003c$5,000)","Proceeds from the sale of property under $25,000 and/or equipment under $5,000."
46000,Other Items,"The third digit generally functions as a header or description for the detail accounts to follow. The fourth and fifth digits allow for a further breakdown of the revenue account. Any questions regarding the proper classification of revenue may be referred to the School Budget and Financial Analysis Bureau for interpretation. Note: Codes that are necessary for the NCES reporting are noted with an asterisk (*) and are shaded. Following the description of the Revenue Objects, a listing is provided of the required NCES reporting codes."
46003,Deferred Sick Leave Accumulation,The accumulated amount of unused sick leave to be transferred into an unused sick leave pool.
46004,Donated Commodities,The value of items of food donated by the state or federal government for the Food Services program.
46100,Access Board (e-Rate),Discounts provided through the Universal Service Administration Company (USAC) under the direction of the FCC to assist schools to obtain affordable telecommunications and Internet access through the Universal Service Fee (e-rate) charged to interstate and international telecommunications services.
46300,Special Items,"Used to classify special items in accordance with GASB Statement 34. Included are significant transactions or events within the control of the school district administration that are either unusual in nature or infrequent in occurrence. For some districts, these include the sale of certain general governmental capital assets; sale or lease of mineral rights, including oil and gas; sale of infrastructure assets; or significant forgiveness of debt by a financial institution. Special items may also include events that are not within the control of the district. In the governmental funds, these items should be separately captioned or disclosed."
46400,Extraordinary Items,"Used to classify items in accordance with GASB Statement 34. Included are transactions or events that are outside the control of the school district administration and are both unusual in nature and infrequent in occurrence. For some districts, these include insurance proceeds to cover significant costs related to a natural disaster such as a fire, flood, tornado, hurricane, or hail storm; insurance proceeds to cover costs related to an environmental disaster; or a large bequest to a small government by a private citizen. NCES REQUIRED REPORTING CODES The following are the codes required to be reported to the NCES as identified herein. Please note that many of these are header accounts that require roll-up of sub-accounts to meet the reporting requirements."
51000,PERSONNEL SERVICES—COMPENSATION,"Amounts paid to both permanent and temporary school district or charter school employees, including personnel substituting for those in permanent positions. This includes gross salary for personal services rendered while on the payroll of the school district or charter school and other forms of compensation. Used with all Functions except 2900 (Other Support Services), 4000 (Capital Outlay), and 5000 (Debt Service). Used with all Job Classifications except 0000 (None). This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
51100,Salaries Expense,"Full-time, part-time, and prorated portions of the costs for work performed by permanent and temporary employees of the school district or charter school."
51200,Overtime Expense,Amounts paid to non-exempt employees of the school district or charter school in either temporary or permanent positions for work performed in addition to the normal work period for which the employee is compensated under regular and temporary salaries. The terms of such payment for overtime are a matter of state and local regulation and interpretation.
51300,Additional Compensation,Amounts paid to both permanent and temporary school district or charter school employees for items such as bonuses or incentives that are in addition to standard compensation. Includes stipends (amounts paid to both permanent and temporary school district or charter school employees that are paid on a regular or irregular basis for some specific purpose such as serving as a department chair or coaching that are in addition to standard compensation).
52000,PERSONNEL SERVICES—EMPLOYEE BENEFITS,"Amounts paid by the school district or charter school on behalf of employees (amounts not included in gross salary but in addition to that amount). Such payments are fringe benefit payments and, although not paid directly to employees, nevertheless are parts of the cost of personnel services. Used with all Functions except 2900 (Other Support Services), 4000 (Capital Outlay), and 5000 (Debt Service). This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
52100,Retirement Contributions,"Employer’s share of any state or local employee retirement system paid by the school district or charter school, including the amount paid for employees assigned to federal programs. Separate accounts have been established for the 52100 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
52111,Educational Retirement,Employer’s share of Educational Retirement contribution.
52112,ERA Retiree Health,Employer’s share of Educational Retiree Health Care contribution..
52200,Social Security Contributions,"Employer’s share of Social Security paid by the school district or charter school. Separate accounts have been established for the 52200 series. Additional accounts may be added as needed for this same purpose. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
52210,FICA Payments,Employer’s share of Social Security – FICA taxes.
52220,Medicare Payments,Employer’s share of Social Security – Medicare contribution.
52300,Health/Medical Benefits,"Amounts paid by the school district or charter school to provide health benefits for its current employees. These charges should be distributed to the appropriate functions in accordance with the related salary expenditures. Separate accounts have been established for the 52300 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
52311,Health and Medical Premiums,Employer’s share of health and medical premiums.
52312,Life,Employer’s share of life insurance premiums.
52313,Dental,Employer’s share of dental insurance premiums.
52314,Vision,Employer’s share of vision insurance premiums.
52315,Disability,Employer’s share of disability insurance premiums.
52316,Other Insurance,Employer’s share of insurance benefits authorized by the New Mexico Public Schools Insurance Authority (NMPSIA) not previously identified.
52500,Unemployment Compensation,"Amounts paid by the school district or charter school to provide unemployment compensation for its employees. These charges should be distributed to the appropriate functions in accordance with the salary expenditures. Separate accounts may be added to the 52500 series. If separate accounts are established within this series, this account becomes a “roll- up” account for the accumulation of totals; in which case no entries should be posted to this account."
52700,Workers Compensation,"Amounts paid by the school district or charter school to provide Workers compensation insurance for its employees. These charges should be distributed to the appropriate functions in accordance with the salary budget. Separate accounts have been established for the 52700 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the individual accounts below."
52710,Workers Compensation Premium,Workers compensation for school employed personnel.
52720,Workers Compensation Employer's Fee,School district’s or charter school’s share of administrative fee.
52730,Workers Compensation (Self Insured),Workers compensation payments to employees from self-funded programs.
52900,Other Employee Benefits,"Employee benefits other than those classified above, including fringe benefits such as automobile allowances, housing or related supplements, moving expenses, and paid parking. These charges should be distributed to the appropriate functions in accordance with the related salary expenditures. Additional accounts may be added as needed for this same purpose. This is a “roll- up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
52911,Cafeteria Plan Fees,Payments assessed by insurance agent for administering the cafeteria plan (IRS section 125).
52912,Employee Assistance Programs,Employer’s share of employee assistance programs.
52913,Workers Compensation Employee Fee,Expenditures for employees’ share of administrative fee.
52914,Deferred Sick Leave Reserve,Employee’s share of unused sick leave to be transferred to an unused sick leave pool pursuant to the school district’s or charter school’s deferred sick leave plan.
53000,PURCHASED PROFESSIONAL AND TECHNICAL SERVICES,"Services that by their nature can be performed only by persons or firms with specialized skills and knowledge. Although a product may or may not result from the transaction, the primary reason for the purchase is the service provided. Included are the services of architects, engineers, auditors, dentists, medical doctors, lawyers, consultants, teachers, and accountants. Separate accounts have been established for the 53000 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
53200,Professional Educational Services,"Ancillary services supporting special programs. Only used in function 2100 and object 53215 also in function 3300. Separate sub accounts have been established for the 53200 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
53211,Diagnosticians – Contracted,Contracted diagnostic services.
53212,Speech Therapists – Contracted,Contracted speech therapist services.
53213,Occupational Therapists – Contracted,Contracted occupational therapist services.
53214,Physical/Recreational Therapists – Contracted,Contracted physical and recreational therapist services.
53215,Psychologists/Counselors – Contracted,Contracted psychologist or other licensed counselor services.
53216,Audiologists – Contracted,Contracted audiologist services.
53217,Interpreters – Contracted,Contracted interpreter services.
53218,Specialists – Contracted,"Contracted special education related, and orientation and mobility specialists."
53219,Special Ed Assistants (Non-Instructional) – Contracted,Contracted personnel who assist special education students in therapeutic or other non-instructional settings.
53300,Professional Employee Training and Development Services,"Services supporting the professional development of school district personnel, including instructional and administrative employees. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the account listed below."
53330,Professional Development,"Services supporting the professional development of school district personnel, including instructional and administrative employees. Included are course registration fees (that are not tuition reimbursement), charges from external vendors to conduct training courses (at either school district facilities or off-site), and other expenditures associated with training or professional development by third party vendors (Contracts/Contractors for materials or services). Necessary and legal travel for school district personnel including instructional and administrative employees in accordance with state and local policy and regulations. All expenditures should be captured in this account regardless of the type or intent of the training course or professional development activity. (Used with functions 2200, 2300, 2400, 2500, 2600, 2700 and 3100, 3300 - Training for instructional staff uses 2200, general administrative staff 2300, school administrative staff 2400, maintenance employees 2600, transportation employees 2700, food service employees 3100, community service staa, and all other administrative staff 2500)."
53400,Other Professional Services,"Professional services other than educational services that support the operation of the school district or charter school. Included are medical doctors, lawyers, architects, auditors, accountants, dieticians, editors, negotiations specialists, systems analysts, planners, and the like. Separate accounts have been established for the 53400 series. Additional accounts may be added as needed for this same purpose. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
53411,Auditing,Auditor or public examiner for services rendered in examining and reporting on the financial affairs of a school district or charter school. Used with Functions 2300 (Support Services – General Administration) and 3100 (Food Services Operations).
53412,Bond/Board Elections,"Fees paid for personnel services in conducting school elections such as school boards and bond elections. Include the cost of printing of ballots and election instructions, advertising, posting of notices, postage, rental payment of voting machines, technical services, informational brochures or flyers, (excluding those which advocate a position on the referendum or one which instructs the voters to subject or reject the question), and other related expenses of an election. Do NOT include services performed by district or charter school staff; charge these costs in the appropriate personnel compensation and supply accounts. Only used with Function 2300 (Support Services – General Administration)."
53413,Legal,Legal personnel under contract. Used with Functions 2300 (Support Services – General Administration) and 3100 (Food Services Operations)
53414,Other Services,"Professional services such as architectural, engineering, medical, financial advisory, bank services, data processing, management consultants, insurance/casualty consultants, actuarial, negotiators, and fees paid in connection with the sale and issuance of bonds (i.e., Financial Advisory Fees). Used with Functions 1000, 2100 through 2500, 3100 and 4000. (Do NOT include amounts paid for services to upgrade telecommunications and data communications systems; charge cost of these services to 54320.) Use 53330 for educational consultants and professional trainers."
53700,Other Purchased Services,"Other purchased services not previously categorized. Separate accounts have been established for the 53700 series. Additional accounts may be added as needed for this same purpose. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
53711,Other Charges,"Includes charges such as court costs, filing fees, notary bonds, professional association dues, commissions, district memberships, non-employee stipends, allowance other related charges, and registration fees (expenses). Postage is to be charged to account 56118 (General Supplies and Materials)."
53712,County Tax Collection Costs,Expenditures for assessed county collection costs.
53713,Indirect Costs – Program Administration,Indirect costs paid to Operational sub-fund for administration of programs.
53760,Tuition for Concurrent Enrollment,Expenditures to reimburse other educational agencies for instructional services to students residing within the legal boundaries described for paying the school district. (Used only with function 1000).
53762,Tuition to Other School Districts Outside the State,Tuition paid to other school districts outside the state. (Used only with function 1000).
54000,PURCHASED PROPERTY SERVICES,"Services purchased to operate, repair, maintain, and rent property owned or used by the school district or charter school when performed by persons other than school district or charter school employees. Although a product may or may not result from the transaction, the primary reason for the purchase is the service provided. This is a “roll- up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
54300,Repairs and Maintenance Services,"Expenditures for repairs and maintenance services not provided directly by school district or charter school personnel. Separate accounts have been established for the 54300 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
54311,Maintenance & Repair – Furniture/Fixtures/Equipment,"Contract service agreements that authorize an individual or outside source to perform maintenance, repair, recondition or overhaul of all school-owned furniture, fixtures, and/or equipment."
54312,Maintenance & Repair - Buildings and Grounds,"Contract service agreements that authorize an outside agency to perform maintenance, repair, and custodial services; including rental of equipment used by school employees in repair and upkeep of school-owned buildings and grounds."
54313,Maintenance & Repair – Vehicles,"Contract service agreements that authorize an outside agency to perform maintenance, repair, recondition, or overhaul of school-owned vehicles."
54314,Maintenance & Repair – Buses,"Contract service agreement that authorize an outside agency to perform maintenance, repair, recondition, or overhaul to school-owned buses."
54315,Maintenance & Repair - Buildings/Grounds/Equipment (SB-9),"Contract service agreements that authorize an outside agency to perform maintenance and repair on school- owned buildings, grounds, and equipment."
54320,Technology-Related Repairs and Maintenance,"Expenditures for repairs and maintenance services for technology equipment that are not directly provided by school district personnel. This includes ongoing service agreements for technology hardware (e.g., personal computers and servers). (Used with functions 1000, 2100 to 2500, 3100, 4000.)"
54400,Utility Services,"Expenditures for utility services supplied by public or private organizations. Used with Functions 2600 (Operation & Maintenance of Plant), 2700 (Student Transportation), and 3100 (Food Services Operation). Separate accounts have been established for the 54400 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
54411,Electricity,"Expenditures for electric utility services including lighting, power, and heat, including fees for rented or contracted lighting from a private or Public Utility Company."
54412,Natural Gas (Buildings),Costs associated with heating of school district or charter school buildings through the use of natural gas.
54413,Propane/Butane (Buildings),"Cost of fuel, including delivering fees, for the purpose of providing heat for school district or charter school buildings."
54414,Other Energy (Buildings),"Cost of other fuel sources used as heat for school district or charter school buildings such as coal, wood, steam, and fuel oil including delivery fees."
54415,Water/Sewage,Water and sewage disposal. (Expenditures for electric power for pumping of a school district’s or charter school’s water are charged to account 54411 – Electricity.)
54416,Communication Services,"Services provided by persons or businesses to assist in transmitting and receiving messages or information. This category includes telephone, and voicemail; data communication services to establish or maintain computer-based communications, networking, and Internet services; video communications services to establish or maintain one-way or two-way video communications via satellite, cable, or other devices. Do NOT include the cost to purchase telephone communications systems."
54500,Construction Services,"Includes amounts for constructing, reNovating, and remodeling buildings or infrastructure assets paid to contractors (such as architectural services). Also includes the costs of non- permanent site improvements such as fencing, walkways, and roads that are related to buildings and building sites. Do NOT include amounts paid for services to upgrade telecommunications and data communication systems; these should be charged to 54416 (Communication Services). Used only with Function 4000. Separate accounts may be established for this series. If separate accounts are established within this series, this account becomes a “roll-up” account for the accumulation of totals; in which case no entries should be posted to this account."
54600,Rentals,"Costs for renting or leasing land, buildings, equipment, and vehicles. Separate accounts have been established for the 54600 series. Used in most Functions except for 2900 (Other Support Services) and 5000 (Debt Service and Miscellaneous). This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
54610,Rental - Land and Buildings,Expenditures for leasing or renting land and buildings for both temporary and long-range use by the school district or charter school. Used with Function 2600 (Operation of Buildings).
54620,Rental - Equipment and Vehicles,"Expenditures for leasing or renting equipment or vehicles for both temporary and long-range use by the school district or charter school. Includes bus and other vehicle rental when operated by a local school district or charter school, lease- purchase arrangements, and similar rental agreements. Do NOT include costs associated with the rental of computers or other technology-related equipment. These costs should be coded to account 54630 (Rentals of Computers and Related Equipment) as described below."
54630,Rentals - Computers and Related Equipment,Expenditures for leasing or renting computers and related equipment for both temporary and long-range use.
54640,Rentals – Lease to Purchase,"Expenditures for leasing or renting land and buildings for both temporary and long-range use by the school district or charter school. This includes bus and other vehicle rentals when operated by a school district or charter school, leased purchased arrangements and similar rental agreements. (Only used in Function 4000)."
55000,OTHER PURCHASED SERVICES,"Amounts paid for services rendered by organizations or personnel not on the payroll of the school district or charter school (separate from Professional and Technical Services or Property Services). Although a product may or may not result from the transaction, the primary reason for the purchase is the service provided. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
55100,Student Transportation Services,"Expenditures for transporting children to and from school and other activities. Used only with Function 2700 (Student Transportation). Separate accounts have been established for the 55100 series. Additional accounts may be added as needed for this same purpose. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
55111,Transportation Per-Capita Feeders,Payments for private conveyance to designated locations. Used only with Function 2700 (Student Transportation).
55112,Transportation Contractors,"Owners who operate, under a contract with the local school board to transport pupils to and from school pursuant to Sections 22-16-3 and 22-16-6, NMSA, 1978 Compilation. Used only with Function 2700 (Student Transportation)."
55200,Property/Liability Insurance,"Insurance coverage in accordance with requirements of statutes which include the following types: General liability, civil rights/personal injury, malpractice, property liability, auto liability, and surety bonds. Used with Functions 1000 (Instruction), 2100 (Support Services – Students), 2600 (Operation & Maintenance of Plant), 2700 (Student Transportation), and 3100 (Food Services Operation), 3300 (Community Service Operation). Separate accounts may be established for the 55200 series for each type of insurance. If separate accounts are established within this series, this account becomes a “roll-up” account for the accumulation of totals; in which case no entries should be posted to this account."
55400,Advertising,"Expenditures for announcements in professional publications, newspapers, or broadcasts over radio and television. Includes advertising for such purposes as personnel recruitment, legal ads, new and used equipment, and sale of property. Costs for professional advertising or public relations services are not recorded here but are charged to account 53400 (Other Professional Services). Used with Functions 2300 (Support Services – General Administration) and 2500 (Central Services). Separate accounts may be established for the 55400 series for each advertising purpose. If separate accounts are established within this series, this account becomes a “roll-up” account for the accumulation of totals; in which case no entries should be posted to this account."
55800,Travel and Training,"Expenditures for transportation, meals, hotel, and other expenditures associated with staff travel for the school district or charter school other than for professional development. Payments for per diem in lieu of reimbursements for subsistence (room and board) also are charged here. Separate accounts have been established for the 55800 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
55811,Board Travel,Necessary and legal travel that requires an overnight stay for local school boards in accordance with State and local policy and regulations. Only used with Function 2300 (Support Services – General Administration). Travel that does not include an overnight stay code to object 51100 and use job class 1800.
55812,Board Training,Expenses related to school board training pursuant to New Mexico Educational Standards. Only used with Function 2300 (Support Services – General Administration).
55813,Employee Travel – Non-Teachers,Necessary and legal travel for school district or charter school employees other than Teachers and direct instructional personnel in accordance with state and local policy and regulations. Used with all Functions except 5000 (Debt Service). Use 53330 for any expenditures that apply to professional development.
55815,Bus Driver Institute Training,Expenses for attending the New Mexico School Bus Driver’s Training Institute. Only used in Functions 2300 (Support Services – General Administration) and 2700 (Student Transportation).
55816,Bus Driver In-Service Training,Cost of all other required driver’s training. Only used in Functions 2300 (Support Services – General Administration) and 2700 (Student Transportation).
55817,Student Travel,"Meals, lodging, and transportation costs for student travel other than to and from school. Only used in Function 1000 (Instruction) and 3300 (Community Services Operations)."
55818,Other Travel – Non-Employees,"Meals, lodging, and transportation costs other than to and from school non-employees traveling on school business, e.g. parents, advisory councils. Used in Functions 1000 (Instruction), 2100 (Support Services – Students), 2200 (Support Services – Instruction), 2300 (Support Services – General Administration), and 3300 (Community Services Operations)."
55819,Employee Travel - Teachers,Necessary and legal travel for teachers and direct instructional personnel in accordance with state and local policy and regulations. Only used in Function 1000 (Instruction). Use 53330 for any expenditures that apply to professional development.
55820,"Other Transportation-Related Services – To be used for non to-and-from transportation expenditures, excluding salaries and benefits","Revenues are derived from a school districts remaining cash balance not to exceed 25% of the total balance pursuant to Section 22-8-26C. Only used in Fund 13000, 27152, 27153 with function 2700."
55900,"Inter-Educational, Inter-Agency Purchased Services","Payments - other than tuition or transportation - for services made between a school district or charter school and other governmental entities. Used so that all payments among districts and charter schools can be eliminated when consolidating reports from multiple school districts and charter schools at state and federal levels (when a question arises about whether to code such payments to the 53000 series or to this account). Separate accounts have been established for the 55900 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
55912,Flow-through Grants to Charter Schools - Used only with Function 2500- Central,Services.
55913,Contracts – Interagency/REC,"Expenditures for all contractual agreements with other school districts and charter schools and Rural Education Cooperatives and governmental entities. Used with all Functions except 2900 (Other Support Services), 4000 (Capital Outlay), and 5000 (Debt Service and Miscellaneous). Use 53330 for any expenditures that apply to professional development."
55914,Contracts – Interagency,"Expenditures for all contractual agreements with other school districts and charter schools and governmental entities. Used with all Functions except 2900 (Other Support Services), 4000 (Capital Outlay), and 5000 (Debt Service and Miscellaneous). Use 53330 for any expenditures that apply to professional development."
55915,Other Contract Services,"Includes services such as janitorial, security, legal notices, linen and industrial, printing and binding, medical claims review/payment, grounds keeping, referees, and drug and alcohol testing. Used with all Functions except 2900 (Other Support Services), 4000 (Capital Outlay), and 5000 (Debt Service and Miscellaneous). Use 53330 for any expenditures that apply to professional development."
55916,Bus Inspections,Expenditures in the Transportation sub-fund for contracted bus inspections. Only used in Function 2700 (Student Transportation).
56000,SUPPLIES,"Amounts paid for items that are consumed, are worn out, or deteriorate through use; or items that lose their identity through fabrication or incorporation into different or more complex units or substances. Equipment that has a cost lower than the school district’s or charter school’s capitalization threshold should be coded in this series instead of to a 57000 series code. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
56100,General Supplies,"Expenditures for all supplies (other than those listed in 56200 below) for the operation of a school district or charter school, including freight and cartage. A more thorough classification of supply expenditures is achieved by identifying the object with the function—for example, audiovisual supplies or classroom teaching supplies. Used with all Functions except 5000 (Debt Service). Separate accounts have been established for the 56100 series. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
56105,Instructional Materials – Operational,"Expenditures for instructional materials using Operational Funds. Include the cost of textbooks, educational content and resources, digital and/or print resources, learning kits, subscriptions, workbooks, reference books, and supplementary materials used as the basis for instruction. Only available in funds 11000, 15100, 15200 function 1000."
56106,Other Classroom Materials - Operational,"Expenditures for other classroom materials using Operational Funds. Include the cost of art supplies, maps, globes, science laboratory supplies, and other classroom materials used to support direct instruction to students. Only available in funds 11000, 15100, 15200 function 1000."
56107,Instructional Materials Credit – 50%,"Expenditures for books, textbooks, and periodicals prescribed and available for general use, including reference books. Include the cost of workbooks, textbook binding or repairs, and textbooks that are purchased to be resold or rented. Also recorded here are the costs of binding or other repairs to school library books. Only available in funds 14000, 27109 function 1000."
56108,Instructional Materials – 25% of 56111,"Other Expenditures credited to the district for instructional materials, not referred to in 56107, and approved by PED in this category. Only available in fund 14000, 27109 function 1000."
56109,Instructional Materials On-Line Digital Subscriptions – Computer-based classroom educational courseware or programming that contains intellectual content and contributes to the learning process in which the course uses the internet as the primary delivery method of instruction,
56110,Instructional Materials – Dual Credit,"Expenditures for instructional materials, including textbooks, textbook rentals, access fees, digital subscriptions, learning kits and other supplementary course materials used as the basis for instruction of dual credit courses. Only available in funds 11000, 15100, 15200 function 1000."
56111,Instructional Materials Cash - 50%,"Expenditures for books, textbooks, and periodicals prescribed and available for general use, including reference books. Include the cost of workbooks, textbook binding or repairs, and textbooks that are purchased to be resold or rented. Also recorded here are the costs of binding or other repairs to school library books. Only available in fund 14000, 27109 function 1000."
56112,Other Instructional Materials,Expenditures for instructional materials not covered by Instructional Materials Cash or Instructional Materials Credit.
56113,Software,Expenditures for purchased computer software used for educational or administrative purposes including software licenses.
56114,Library and Audio-Visual,"Library resources used in the library such as school library books, equipment, and supplemental library resource acquisitions, including print, non-print and electronic resources for general use in public school libraries statewide."
56115,Board Expense,Supplies and materials related to the local school board.
56116,Food,Food supplies to be used in a school approved program. Used only in Function 3100 (Food Services Operation).
56117,Non-Food,Non-food supply items to be used in a school approved program. Used only in Function 3100 (Food Services Operation).
56118,General Supplies and Materials,"Other supplies and materials purchased for the operation of school district or charter school facilities, equipment, vehicles, and programs (e.g., postage, office supplies) not accounted for elsewhere."
56119,"Supply Assets ($5,000 or less)","Initial, additional and replacement items of equipment such as furniture, equipment, machinery, band uniforms and instruments. Includes equipment expenditures for instruction, administration, operation and maintenance of plant, food and community services."
56200,Energy and Transportation Maintenance and Supplies,"Expenditures for energy, including gas, oil, coal, and gasoline, and for services received from public or private utility companies. Separate accounts have been established for the 56200 series. Used only in Functions 2600 (Operation & Maintenance of Plant) and 2700 (Student Transportation).This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
56210,Natural Gas (Vehicles),Expenditures for gas utility services from a private or public utility company. Used with Functions 2600 (Operation & Maintenance of Plant) and 2700 (Student Transportation).
56211,Gasoline,Gasoline purchases. Used with Functions 2600 (Operation & Maintenance of Plant) and 2700 (Student Transportation)
56212,Diesel Fuel,Diesel fuel purchases. Used with Functions 2600 (Operation & Maintenance of Plant) and 2700 (Student Transportation).
56213,Propane (Vehicles),Propane or natural gas. Used with Functions 2600 (Operation & Maintenance of Plant) and 2700 (Student Transportation).
56214,Lubricants/Anti-Freeze,Lubricant or anti-freeze. Used with Functions 2600 (Operation & Maintenance of Plant) and 2700 (Student Transportation).
56215,Tires/Tubes,Tire and tube purchases. Used with Functions 2600 (Operation & Maintenance of Plant) and 2700 (Student Transportation).
56216,Maintenance Supplies/Parts,Maintenance supplies and parts. Used only for supplies and materials. Do NOT include labor; charge this to accounts in the 54300 series (Repairs and Maintenance Services). Used only in Function 2600 (Operation and Maintenance of Plant) and in 2700 (Student Transportation).
57000,PROPERTY,"Expenditures for acquiring capital assets, including land, existing buildings, existing infrastructure assets, and equipment. This is a “roll-up” account for accumulation of totals. Entries are not posted to the “roll-up” account, but to the accounts listed below."
